in_store_number,in_store_name,in_address,n_address,n_roadaddress,n_latitude,n_longitude,n_store_type,n_navermap_link,n_telephone,,,,,,,,
111679015,프로당구타운,경기도 성남시 수정구 수정로180번길 3,,,37.4429971,127.140094,*** 당구장,,,,,,,,,,
111679510,주식회사 라이프써포트,경기도 성남시 수정구 산성대로 331,,,37.4438102,127.1528431,*** 생활잡화,,,,,,,,,,
111681714,팩토리프로샵,경기도 성남시 수정구 위례광장로 9-9,,,37.4644861,127.1411484,"*** 운동경기,레져용품",,,,,,,,,,
111681722,오늘도찬란,경기도 성남시 분당구 정자일로 55,,,37.3553133,127.1052582,*** 수제용품점,,,,,,,,,,
111682217,시리카야,경기도 성남시 수정구 제일로147번길 4,,,37.4397317,127.1317149,*** 일반대중음식,,,,,,,,,,
111683553,포디움잉글리쉬학원,경기도 성남시 분당구 정자일로 248,경기도 성남시 분당구 정자동 6 파크뷰오피스타워 7층 701호,경기도 성남시 분당구 정자일로 248 파크뷰오피스타워 7층,37.3747292,127.1068621,어학원>영어학원,http://cafe.naver.com/podiumenglish,031-606-6200,,,,,,,,
111684213,02비어,경기도 성남시 분당구 미금일로86번길 28-4,경기도 성남시 분당구 구미동 36-3,경기도 성남시 분당구 미금일로86번길 28-4 1층,37.3483533,127.1107594,"술집>맥주,호프",,031-714-0208,,,,,,,,
111685251,모리,경기도 성남시 분당구 성남대로 165,,,0,0,,,,,,,,,,,
111686218,리치,경기도 성남시 분당구 궁내로40번길 30,,,0,0,,,,,,,,,,,
111686895,윤가네,경기도 성남시 중원구 사기막골로 124,,,0,0,,,,,,,,,,,
111689899,이매케어,경기도 성남시 분당구 이매로 51,,,0,0,,,,,,,,,,,
111690046,행복스토리,경기도 성남시 분당구 중앙공원로40번길 4,,,37.3803362,127.1294157,*** 남.여기성복,,,,,,,,,,
111690178,핑크팟(pinkpot),경기도 성남시 분당구 내정로 55,경기도 성남시 분당구 정자동 121,경기도 성남시 분당구 내정로 55 상록우성종합상가 1층 109호,37.3648658,127.1135696,"카페,디저트>카페",http://www.instagram.com/pinkpot,031-714-0833,,,,,,,,
111690921,네일(Nail)624,경기도 성남시 중원구 광명로 58,경기도 성남시 중원구 성남동 2296,경기도 성남시 중원구 광명로 58 1층,37.4338615,127.1356067,"미용>네일아트,네일샵",http://www.instagram.com/nail.624,,,,,,,,,
111691002,효의 클로젯 (Hyo's closet),경기도 성남시 분당구 미금일로 77,,,37.3456066,127.1111025,*** 남.여기성복,,,,,,,,,,
111692034,아모레 카운셀러,경기도 성남시 수정구 산성대로 223,,,37.4389671,127.1422662,*** 방문판매,,,,,,,,,,
111692455,몬스터,경기도 성남시 분당구 황새울로258번길 42,,,0,0,,,,,,,,,,,
111692729,으뜸바둑교습소,경기도 성남시 중원구 둔촌대로363번길 4,,,37.4325879,127.1572144,*** 일반전문학원,,,,,,,,,,
111692968,제뉴인,경기도 성남시 분당구 성남대로916번길 11,,,37.4108597,127.1298348,"*** 차량용품,부품",,,,,,,,,,
111693933,리앤업성형외과의원,경기도 성남시 분당구 분당내곡로 151,경기도 성남시 분당구 삼평동 656,경기도 성남시 분당구 분당내곡로 151 삼도타워 11층,37.3973806,127.1125358,"병원,의원>성형외과",http://www.renupclinic.com/,,,,,,,,,
111694550,세레니끄,경기도 성남시 수정구 위례광장로 300,경기도 성남시 수정구 창곡동  509 위례중앙타워 2층 227호 세레니끄,경기도 성남시 수정구 위례광장로 300 위례중앙타워 2층 227호 세레니끄,37.4734728,127.1427374,"미용>피부,체형관리",http://blog.naver.com/celenique,031-722-1580,,,,,,,,
111695359,배달의쌀국수,경기도 성남시 분당구 백현로 206-1,경기도 성남시 분당구 정자동 102-2,경기도 성남시 분당구 백현로 206-1,37.3687452,127.1171134,음식점>한식,,031-711-3652,,,,,,,,
111695383,쪼개삼겹살,경기도 성남시 중원구 둔촌대로101번길 28-17,경기도 성남시 중원구 성남동 3460,경기도 성남시 중원구 둔촌대로101번길 28-17 1층,37.4322579,127.1310094,한식>조개요리,,031-723-6635,,,,,,,,
111697330,60계치킨 (성남수진점),경기도 성남시 중원구 광명로 89,경기도 성남시 중원구 성남동 1404,경기도 성남시 중원구 광명로 89,37.4353428,127.1385097,"음식점>치킨,닭강정",http://www.60chicken.co.kr,031-758-8245,,,,,,,,
111697454,캠퍼(가천대점),경기도 성남시 수정구 복정로 19,경기도 성남시 수정구 복정동  711,경기도 성남시 수정구 복정로 19,37.454689,127.1272361,"카페,디저트>카페",,031-722-3732,,,,,,,,
111698189,단대아구찜해물찜,경기도 성남시 수정구 산성대로419번길 4,경기도 성남시 수정구 단대동 112-4,경기도 성남시 수정구 산성대로419번길 4,37.4495708,127.1584127,"한식>아귀찜,해물찜",,031-733-5093,,,,,,,,
111698403,초원을달리자,경기도 성남시 수정구 수정남로 22,,,37.4395915,127.1304878,*** 일반대중음식,,,,,,,,,,
111699526,커피나무,경기도 성남시 중원구 광명로347번길 15,경기도 성남시 중원구 금광동 3497,경기도 성남시 중원구 광명로347번길 15,37.4474091,127.1639001,"음식점>카페,디저트",,031-747-4381,,,,,,,,
111699583,위례,경기도 성남시 수정구 위례광장로 19,,,0,0,,,,,,,,,,,
111701090,쏠라인테크,경기도 성남시 중원구 원터로 32,,,37.4300759,127.1447294,*** 냉난방기구,,,,,,,,,,
111702890,태평이룸보습학원,경기도 성남시 수정구 남문로 102,경기도 성남시 수정구 태평동 3307-69,경기도 성남시 수정구 남문로 102,37.4470575,127.1379725,"교육,학문>교습학원",,,,,,,,,,
111703161,데일리푸드 에이스점,경기도 성남시 중원구 갈마치로 234,,,37.4356457,127.174408,*** 한식,,,,,,,,,,
111703419,돈돈정 판교아브뉴프랑점,경기도 성남시 분당구 동판교로177번길 25,경기도 성남시 분당구 삼평동 740,경기도 성남시 분당구 동판교로177번길 25 2층 203호,37.3972795,127.1135606,일식>일식당,http://www.ddon.kr/,031-708-0418,,,,,,,,
111703484,운남보이차드림,경기도 성남시 수정구 사송로46번길 20,,,37.4152218,127.1124854,*** 일반대중음식,,,,,,,,,,
111703708,미선당,경기도 성남시 분당구 느티로 70,,,37.3679518,127.1110961,*** 한식,,,,,,,,,,
111703955,데이브 요가스튜디오,경기도 성남시 분당구 장미로100번길 4,,,37.4132214,127.1318079,*** 스포츠센타/레포츠클럽,,,,,,,,,,
111704367,(주)스텍업,경기도 성남시 분당구 판교로289번길 20,,,37.4046195,127.105814,*** 생활잡화,,,,,,,,,,
111704508,남기남 부대찌개,경기도 성남시 분당구 정자일로 158,경기도 성남시 분당구 정자동 159-5,경기도 성남시 분당구 정자일로 158 백궁프라자2,37.3643476,127.1063021,"한식>찌개,전골",,031-711-7338,,,,,,,,
111704680,갯벌,경기도 성남시 중원구 성남대로1148번길 22,경기도 성남시 중원구 성남동 3426,경기도 성남시 중원구 성남대로1148번길 22,37.4327071,127.1315725,"한식>해물,생선요리",,031-721-8973,,,,,,,,
111705141,주식회사 티원,"경기 성남시 분당구 대왕판교로 670 ,",,,37.4020288,127.1066516,*** 과학기자재,,,,,,,,,,
111705299,대웅당구장,경기도 성남시 중원구 산성대로 576,,,37.4611479,127.1677135,*** 당구장,,,,,,,,,,
111705463,푸드까께,경기도 성남시 중원구 산성대로582번길 14,,,0,0,,,,,,,,,,,
111705513,주식회사덕산,경기도 성남시 중원구 둔촌대로 363,,,37.433307,127.1564081,*** 인삼  및  건강제품,,,,,,,,,,
111705927,주식회사 삼국트레이딩,경기도 성남시 중원구 마지로163번길 11,,,37.4268673,127.1483161,*** 남.여기성복,,,,,,,,,,
111708442,다정치킨,경기도 성남시 중원구 산성대로296번길 8-1,,,0,0,"음식점>치킨,닭강정",,,,,,,,,,
111709440,뮤엠영어수내티파니점 영어교습소,경기도 성남시 분당구 내정로173번길 5,경기도 성남시 분당구 수내동 28-5 궁전쇼핑타운 3층 뮤엠영어,경기도 성남시 분당구 내정로173번길 5 궁전쇼핑타운 3층 뮤엠영어,37.374358,127.1192865,어학원>뮤엠영어,http://www.mumenglish.com,,,,,,,,,
111711198,온더데스크 서현점,경기도 성남시 분당구 중앙공원로39번길 49,경기도 성남시 분당구 서현동 88,경기도 성남시 분당구 중앙공원로39번길 49,37.3838038,127.1247556,"서비스,산업>장소대여",http://www.onthedesk.net,031-703-3391,,,,,,,,
111711313,주식회사 뉴데이컴퍼니,경기도 성남시 중원구 산성대로382번길 41,,,37.4461259,127.1619957,*** 정육점,,,,,,,,,,
111712394,풍림세탁소,경기도 성남시 분당구 서현로 170,경기도 성남시 분당구 서현동 255-1 풍림아이원 오피스텔 B102호,경기도 성남시 분당구 서현로 170 분당풍림아이원플러스오피스텔,37.3889515,127.1224747,세탁>세탁소,http://poongclean.modoo.at,031-783-5990,,,,,,,,
111712485,한쌈부잣집,경기도 성남시 중원구 광명로 247-10,경기도 성남시 중원구 중앙동 375,경기도 성남시 중원구 광명로 247-10,37.4426074,127.1537219,음식점>한식,,031-736-1211,,,,,,,,
111712501,신일외국어보습예그린미술음악학원,경기도 성남시 분당구 양현로 515,,,37.4149933,127.1388537,*** 일반전문학원,,,,,,,,,,
111712550,육소담,경기도 성남시 중원구 사기막골로45번길 14,,,37.4367182,127.1698552,*** 한식,,,,,,,,,,
111712881,닥터맘힐링연구소,경기도 성남시 분당구 성남대로 345,경기도 성남시 분당구 정자동 17-6,경기도 성남시 분당구 성남대로 345 정자역프라자 5층 502호,37.3669292,127.1076874,"건강,의료>부부,가족상담",https://mamhealing.modoo.at,031-717-3777,,,,,,,,
111712998,허깅,경기도 성남시 수정구 복정로 133-1,,,37.4648838,127.1268807,*** 일반대중음식,,,,,,,,,,
111713103,플레이슈터,경기도 성남시 수정구 위례순환로 17,,,0,0,,,,,,,,,,,
111714044,주식회사 디케이엔제이,경기도 성남시 분당구 정자로 13,,,37.3637356,127.1063633,*** 일반전문학원,,,,,,,,,,
111714325,신데렐라,경기도 성남시 분당구 성남대로925번길 16,경기도 성남시 분당구 야탑동 341,경기도 성남시 분당구 성남대로925번길 16 지하2층 911호,37.4130997,127.1273235,"쇼핑,유통>구제의류",,031-704-0741,,,,,,,,
111714424,루반피아노,경기도 성남시 중원구 둔촌대로 363,,,37.433307,127.1564081,*** 일반전문학원,,,,,,,,,,
111715058,땡큐한,경기도 성남시 분당구 황새울로12번길 1-3,경기도 성남시 분당구 정자동 152-2 1층,경기도 성남시 분당구 황새울로12번길 1-3 1층,37.3613762,127.1101625,"음식점>카페,디저트",http://www.instagram.com/thankyouhan,031-713-0395,,,,,,,,
111716148,요미앤디,경기도 성남시 분당구 정자일로198번길 15,경기도 성남시 분당구 정자동 17-4,경기도 성남시 분당구 정자일로198번길 15 제나프라자 1층 요미앤디,37.3676714,127.1076937,"생활,편의>미용실",https://www.instagram.com/yomaelyyy/,031-714-0050,,,,,,,,
111717179,시크릿헤어,경기도 성남시 수정구 신촌남로 1,,,37.45926,127.1072518,"*** 이용,미용",,,,,,,,,,
111717286,네네치킨 위례중앙점,경기도 성남시 수정구 위례서일로3길 4,경기도 성남시 수정구 창곡동 549-5,경기도 성남시 수정구 위례서일로3길 4,37.4655881,127.1389354,"음식점>치킨,닭강정",,,,,,,,,,
111718417,에피소드방탈출,경기도 성남시 분당구 황새울로360번길 12,경기도 성남시 분당구 서현동 248-1,경기도 성남시 분당구 황새울로360번길 12 4층 에피소드 방탈출,37.3865523,127.124999,"레저,테마>방탈출카페",http://www.episodeescape.co.kr,,,,,,,,,
111719316,설봉프로광택,경기도 성남시 중원구 둔촌대로 133,,,37.4291553,127.1337017,"*** 정비,세차장,자동차SVC",,,,,,,,,,
111719951,분당야탑 에듀플렉스 심리상담연구소,경기도 성남시 분당구 판교로 440,,,37.4051328,127.1226503,*** 상담실(결혼등),,,,,,,,,,
111720835,정상유통,경기도 성남시 수정구 복정로118번길 27-5,,,37.4639765,127.1294952,*** 주류판매(유통),,,,,,,,,,
111721346,판교정형외과의원,경기도 성남시 분당구 판교역로 230,경기도 성남시 분당구 삼평동 679 삼환하이펙스B동 2층,경기도 성남시 분당구 판교역로 230,37.4012927,127.1104748,"병원,의원>마취통증의학과",http://www.pangyomedical.co.kr/,031-698-4675,,,,,,,,
111721627,바른참치,경기도 성남시 중원구 광명로42번길 29,경기도 성남시 중원구 성남동 3710,경기도 성남시 중원구 광명로42번길 29,37.4312362,127.1344122,한식>생선회,,031-757-7477,,,,,,,,
111723409,역전국밥 남한산성점,경기도 성남시 중원구 산성대로 594,경기도 성남시 중원구 은행동 608,경기도 성남시 중원구 산성대로 594 1층,37.4622648,127.1692073,"한식>순대,순대국",http://www.역전국밥.com,031-736-2974,,,,,,,,
111723516,obar,경기도 성남시 분당구 정자일로 158,,,0,0,,,,,,,,,,,
111723953,페이지,경기도 성남시 분당구 중앙공원로40번길 4,,,0,0,,,,,,,,,,,
111724068,오렌지스크린골프,경기도 성남시 분당구 새마을로177번길 7-6,경기도 성남시 분당구 율동 286,경기도 성남시 분당구 새마을로177번길 7-6 오렌지빌딩,37.3847495,127.1495815,스포츠시설>스크린골프장,,031-708-1500,,,,,,,,
111724241,분더잉글리쉬학원,경기도 성남시 분당구 불곡남로 15,경기도 성남시 분당구 정자동 229-9,경기도 성남시 분당구 불곡남로 15,37.358134,127.1234991,어학원>영어학원,http://www.wunderenglish.com/,031-713-0579,,,,,,,,
111724753,주식회사 퓨먼,경기도 성남시 중원구 여수울로15번길 18-10,,,37.4201987,127.1315533,*** 기타제조업,,,,,,,,,,
111724787,두계닭,경기도 성남시 중원구 산성대로382번길 19,경기도 성남시 중원구 금광동 3770,경기도 성남시 중원구 산성대로382번길 19,37.4456101,127.1598465,음식점>한식,,031-733-2223,,,,,,,,
111725875,야탑든든한치과의원,경기도 성남시 분당구 성남대로925번길 11,경기도 성남시 분당구 야탑동 352-4,경기도 성남시 분당구 성남대로925번길 11 202호,37.4120718,127.1273048,"병원,의원>치과",http://ddh-dental.com/,031-606-7575,,,,,,,,
111726006,중국슈퍼,경기도 성남시 중원구 광명로 242-4,,,0,0,,,,,,,,,,,
111728341,뉴더퀸 산후조리원,경기도 성남시 수정구 위례서일로 12,,,37.4653053,127.1374141,*** 산후조리원,,,,,,,,,,
111728853,모정소품,경기도 성남시 중원구 산성대로 지하244-6,,,0,0,*** 미용재료,,,,,,,,,,
111728994,에이스양꼬치&마라탕,경기도 성남시 분당구 야탑로69번길 18,,,37.4116211,127.1267689,*** 중식,,,,,,,,,,
111729083,핫바디,경기도 성남시 수정구 위례동로 153,경기도 성남시 수정구 창곡동 513,경기도 성남시 수정구 위례동로 153 에이플타워 2층 201호 핫바디,37.4734988,127.1499765,"미용>마사지,지압",,031-756-7007,,,,,,,,
111729414,더카페 서현2호점,경기도 성남시 분당구 서현로 184,,,37.3883847,127.1237675,*** 일반대중음식,,,,,,,,,,
111729489,채움사고력수학,경기도 성남시 분당구 내정로173번길 5,,,37.3743563,127.1192919,*** 일반전문학원,,,,,,,,,,
111730354,고쿠텐 서현점,경기도 성남시 분당구 황새울로335번길 5,경기도 성남시 분당구 서현동 261-5 105-1호,경기도 성남시 분당구 황새울로335번길 5 105-1호,37.3860493,127.1217004,일식>일식당,https://blog.naver.com/lumen80/221339996863,031-696-1297,,,,,,,,
111731329,제주몬트락 분당수내점,경기도 성남시 분당구 황새울로258번길 23,경기도 성남시 분당구 수내동 6-2,경기도 성남시 분당구 황새울로258번길 23 그라테아 101호,37.3796126,127.1172787,"육류,고기요리>돼지고기구이",http://www.facebook.com/jejumontraksunae,031-714-7122,,,,,,,,
111731444,이경아,경기도 성남시 분당구 하오개로 377,,,37.3929895,127.0608766,*** 식품잡화,,,,,,,,,,
111731501,주식회사 빛날희,경기도 성남시 분당구 황새울로 234,,,37.3795153,127.1142207,"*** 인쇄,출판",,,,,,,,,,
111731519,주식회사 겟잇프레쉬,경기도 성남시 중원구 도촌로8번길 20,,,37.415346,127.152122,"*** 용역서비스(연구,번역등)",,,,,,,,,,
111731642,미호,경기도 성남시 분당구 서현로 170,,,37.3889964,127.1225147,*** 화장품,,,,,,,,,,
111732210,돈단지(여섯번째이야기),경기도 성남시 분당구 탄천상로151번길 20,,,37.3415814,127.1065653,*** 한식,,,,,,,,,,
111732632,에이치스포츠태권도,경기도 성남시 분당구 두밀로 12,,,37.3818654,127.0750344,*** 일반전문학원,,,,,,,,,,
111734679,야당리외식공간 분당점,경기도 성남시 분당구 황새울로311번길 28,경기도 성남시 분당구 서현동 275,경기도 성남시 분당구 황새울로311번길 28 롯데마트 서현점 1층,37.3860196,127.1206052,음식점>한식,,031-705-0079,,,,,,,,
111737771,효진국제교육센터일본대학입시학원,경기도 성남시 분당구 정자일로 234,,,37.3711989,127.1062789,*** 일반전문학원,,,,,,,,,,
111739322,제일입시학원,경기도 성남시 분당구 판교로 476,경기도 성남시 분당구 이매동 97-5,경기도 성남시 분당구 판교로 476 오성빌딩,37.405112,127.1266843,교습학원>입시학원,http://www.firstedu.co.kr/,031-781-4395,,,,,,,,
111743035,돈대봉,경기도 성남시 수정구 산성대로269번길 6-3,경기도 성남시 수정구 신흥동 2518-1,경기도 성남시 수정구 산성대로269번길 6-3,37.4416406,127.1470043,중식>중식당,,031-735-6641,,,,,,,,
111743209,운동요법 스트레칭 찜전문,경기도 성남시 중원구 성남대로1148번길 22-1,,,37.4327488,127.1317178,*** 스포츠센타/레포츠클럽,,,,,,,,,,
111743803,(주)알파플러스방재,경기도 성남시 분당구 장미로 42,경기도 성남시 분당구 야탑동 342-1 7층 720호,경기도 성남시 분당구 장미로 42,37.4134808,127.1255051,"제조업>소방기구,설비제조",,031-781-1191,,,,,,,,
111744108,까페문,경기도 성남시 수정구 위례서일로 18,경기도 성남시 수정구 창곡동 559-4,경기도 성남시 수정구 위례서일로 18 1층 113호,37.465134,127.1378389,"음식점>카페,디저트",,02-443-2020,,,,,,,,
111745055,제이앤제이수학교습소,경기도 성남시 수정구 위례동이로 24,,,37.4669214,127.1517391,*** 일반전문학원,,,,,,,,,,
111745469,에이블 텔레콤,경기도 성남시 중원구 사기막골로 124,,,37.4403449,127.1776495,"*** 정보통신기기,컴퓨터",,,,,,,,,,
111746053,돈이랑 찌개랑,경기도 성남시 수정구 수정로 51-1,,,37.4397195,127.1264321,*** 한식,,,,,,,,,,
111746194,이도시락,경기도 성남시 중원구 원터로99번길 1,,,37.4355922,127.1427993,*** 한식,,,,,,,,,,
111746327,위례명문학원,경기도 성남시 수정구 위례동로 153,,,0,0,,,,,,,,,,,
111746517,부일상사,경기도 성남시 수정구 남문로32번길 20-2,,,37.4432527,127.1311731,*** 식품잡화,,,,,,,,,,
111748406,디에스덕트 (DS덕트),경기도 성남시 중원구 희망로 364,경기도 성남시 중원구 상대원동 2996-33,경기도 성남시 중원구 희망로 364,37.4382218,127.1585095,"건설업>배관,냉난방공사",http://blog.naver.com/designduct,,,,,,,,,
111749867,뷰티플레이스,경기도 성남시 수정구 탄리로 130,,,37.4472777,127.1339228,*** 화장품,,,,,,,,,,
111750006,에이미스 디자인센터점,경기도 성남시 분당구 양현로 322,경기도 성남시 분당구 야탑동 344-1,경기도 성남시 분당구 양현로 322 1층,37.4131762,127.123445,"카페,디저트>카페",http://amyscoffee.co.kr,031-706-8020,,,,,,,,
111752424,잉글리쉬타운 영어교습소,경기도 성남시 분당구 중앙공원로40번길 8,,,0,0,,,,,,,,,,,
111753562,레츠팟(서현점),경기도 성남시 분당구 황새울로360번길 22,경기도 성남시 분당구 서현동  247-1 영건프라자 3층,경기도 성남시 분당구 황새울로360번길 22 영건프라자 3층,37.3861469,127.1254295,"스포츠,오락>양궁장",,031-702-7488,,,,,,,,
111753612,주식회사가네사더킹덤오브사바나분당지점,경기도 성남시 분당구 정자일로 146,,,37.3630222,127.1063549,*** 일반대중음식,,,,,,,,,,
111753646,골목식당,경기도 성남시 수정구 제일로157번길 14,경기도 성남시 중원구 성남동  2484,경기도 성남시 중원구 원터로105번길 19,37.4351428,127.1409239,음식점>한식,,,,,,,,,,
111754289,먹고보자양꼬치,경기도 성남시 수정구 수정남로 49,경기도 성남시 수정구 수진동 81,경기도 성남시 수정구 수정남로 49,37.4406059,127.133204,중식>중식당,,031-751-3211,,,,,,,,
111755419,으뜸플러스안경,경기도 성남시 분당구 황새울로360번길 26,경기도 성남시 분당구 서현동 247-3 삼보프라자 2층201호,경기도 성남시 분당구 황새울로360번길 26 삼보프라자 2층201호,37.3858633,127.1250457,"쇼핑,유통>안경원",http://topplusbdsh.modoo.at,031-709-5001,,,,,,,,
111755435,주식회사 브이아이펫,경기도 성남시 수정구 달래내로207번길 53,,,37.4193793,127.0780881,*** 애완동물,,,,,,,,,,
111756367,골목식당,경기도 성남시 중원구 원터로105번길 19,경기도 성남시 중원구 성남동  2484,경기도 성남시 중원구 원터로105번길 19,37.4351428,127.1409239,음식점>한식,,,,,,,,,,
111757639,(주)좋은사람들-보디가드미금점,경기도 성남시 분당구 돌마로 47,,,37.350386,127.1071954,*** 내의류판매업,,,,,,,,,,
111758371,파리팜,경기도 성남시 분당구 정자일로 120,,,37.3606736,127.1065734,"*** 이용,미용",,,,,,,,,,
111759742,라디디자인,경기도 성남시 중원구 광명로 89,,,37.4350952,127.1384684,*** 생활잡화,,,,,,,,,,
111759874,콤마CM,경기도 성남시 수정구 성남대로1542번길 12,,,37.4673342,127.1278405,*** 남.여기성복,,,,,,,,,,
111760740,클래식리더영어도서관 어학원,경기도 성남시 분당구 정자일로 55,경기도 성남시 분당구 금곡동 192,경기도 성남시 분당구 정자일로 55,37.3553336,127.1052144,어학원>영어학원,http://www.classicreader.co.kr,031-715-2122,,,,,,,,
111761516,꿍야꿍야,경기도 성남시 분당구 이매로 54,,,37.3940129,127.1264785,*** 남.여기성복,,,,,,,,,,
111761706,주식회사 거누,경기도 성남시 중원구 사기막골로62번길 37,,,37.4351933,127.1760112,*** 식품류제조업,,,,,,,,,,
111764494,함께한 상,경기도 성남시 중원구 산성대로382번길 26-1,경기도 성남시 중원구 금광동 3728,경기도 성남시 중원구 산성대로382번길 26-1,37.4454095,127.1604702,음식점>한식,,,,,,,,,,
111764767,퀴즈노스,경기도 성남시 중원구 성남대로 1156,경기도 성남시 중원구 성남동 3212,경기도 성남시 중원구 성남대로 1156 1층,37.4330977,127.129355,음식점>샌드위치,http://www.quiznos.co.kr/,031-721-3450,,,,,,,,
111765079,바라보다,경기도 성남시 분당구 내정로107번길 5,,,0,0,,,,,,,,,,,
111765087,주식회사 국민목공소,경기도 성남시 분당구 판교로 432,,,37.4051324,127.1217376,*** 일반전문학원,,,,,,,,,,
111768149,어썸팩토리 독서실,경기도 성남시 분당구 미금로34번길 13,,,0,0,"교육,학문>독서실",,,,,,,,,,
111770517,교대이층집 야탑점,경기도 성남시 분당구 야탑로105번길 15,경기도 성남시 분당구 야탑동 366-12,경기도 성남시 분당구 야탑로105번길 15 1층 (야탑동),37.4111632,127.130239,"음식점>육류,고기요리",http://sgfco.kr,031-707-7177,,,,,,,,
111770640,드라이버 가이드 투어즈코리아,경기도 성남시 분당구 미금로 218,,,37.3521947,127.1137718,*** 관광여행사,,,,,,,,,,
111770855,위너테니스 미금점,경기도 성남시 분당구 정자일로 27,경기도 성남시 분당구 금곡동 201 코오롱더프라우아파트 3층 301,경기도 성남시 분당구 정자일로 27 코오롱더프라우아파트 3층 301,37.3529668,127.1049678,"스포츠,오락>테니스장",https://winnertennis.modoo.at,031-713-4010,,,,,,,,
111771259,1번 떡볶이,경기도 성남시 분당구 미금일로79번길 5,,,,,분식>떡볶이,,,,,,,,,,
111773461,오떡 (단대오거리점),경기도 성남시 중원구 금빛로61번길 25,경기도 성남시 중원구 금광동 3151,경기도 성남시 중원구 금빛로61번길 25 1층상가 오떡,37.4467316,127.1644206,음식점>분식,,031-733-5858,,,,,,,,
111773628,비엘(BL),경기도 성남시 분당구 정자일로 121,,,0,0,,,,,,,,,,,
111773974,회복의#,경기도 성남시 분당구 야탑로149번길 14,경기도 성남시 분당구 야탑동 298-6 1층 101호,경기도 성남시 분당구 야탑로149번길 14 1층 101호,37.4109649,127.1355805,"미용>피부,체형관리",,,,,,,,,,
111777454,트윈코리아 주식회사,경기도 성남시 분당구 성남대로916번길 5,,,37.4115541,127.1298574,"*** 건설,건축  자재",,,,,,,,,,
111777611,주식회사툭툭 서애커피,경기도 성남시 분당구 석운로 21,,,37.3666394,127.0501223,*** 일반대중음식,,,,,,,,,,
111777843,태후사랑,경기도 성남시 중원구 은이로 36,경기도 성남시 중원구 은행동 1308,경기도 성남시 중원구 은이로 36,37.45609,127.1675924,미용>머리염색,http://taehoosarang.co.kr,,,,,,,,,
111778247,아이올린교육연구소그림책출판교습소,경기도 성남시 분당구 야탑로 95,,,37.410182,127.1292877,"*** 인쇄,출판",,,,,,,,,,
111778593,엠케이프리유니관리형독서실,경기도 성남시 분당구 불정로 168,,,37.3596459,127.1231839,*** 독서실,,,,,,,,,,
111779849,아이리스장,경기도 성남시 분당구 정자일로 121,,,37.3613895,127.1051555,*** 남.여기성복,,,,,,,,,,
111780540,엘리스빌,경기도 성남시 수정구 위례광장로 104,경기도 성남시 수정구 창곡동 505,경기도 성남시 수정구 위례광장로 104 위례한화오벨리스크 센트럴스퀘어 1075호,37.473046,127.1412571,"쇼핑,유통>종합패션",http://www.ellisvill.com,,,,,,,,,
111781175,보물촌 꺼먹돼지,경기도 성남시 중원구 산성대로 274,,,0,0,한식>돼지고기구이,,,,,,,,,,
111781662,오복미역,경기도 성남시 분당구 대왕판교로 660,경기도 성남시 분당구 삼평동 670,"경기도 성남시 분당구 대왕판교로 660 유스페이스1 2층 231,232,233호",37.400698,127.1070156,"한식>백반,가정식",,031-628-1202,,,,,,,,
111782462,S.D 인테리어,경기 성남시 수정구 태평동,,,37.4406717,127.1261981,"*** 건설,건축  자재",,,,,,,,,,
111782827,(주)아테나컴퍼니,경기도 성남시 분당구 정자일로 162,경기도 성남시 분당구 정자동 159-4,경기도 성남시 분당구 정자일로 162,37.3646162,127.1062989,"전문,기술서비스>시장,여론조사",,031-707-7061,,,,,,,,
111782926,성남정자초등학교,경기 성남시 분당구 분당수서로 442,경기도 성남시 분당구 정자동 6-2,경기도 성남시 분당구 분당수서로 442,37.3741163,127.1051307,"교육,학문>초등학교",http://www.snjj.es.kr/,031-711-5197,,,,,,,,
111783296,한국피자헛 성남종합운동장점,경기도 성남시 중원구 제일로 67,경기도 성남시 중원구 성남동 3304,경기도 성남시 중원구 제일로 67,37.4327979,127.1353148,음식점>피자,http://www.pizzahut.co.kr/,,,,,,,,,
111784518,삼다청과,경기도 성남시 수정구 산성대로157번길 20,,,37.4371408,127.1356431,*** 농수산물,,,,,,,,,,
111784823,분당사랑요양보호사교육원,경기도 성남시 분당구 내정로 111,,,37.3701976,127.1145214,*** 일반전문학원,,,,,,,,,,
111785473,라인,경기도 성남시 분당구 서현로 204,,,0,0,,,,,,,,,,,
111786083,비원PC방 서현점,경기도 성남시 분당구 새마을로 12,경기도 성남시 분당구 서현동 99-4 지하1층,경기도 성남시 분당구 새마을로 12 지하1층,37.3834396,127.1320062,"스포츠,오락>PC방",,,,,,,,,,
111787016,온더데스크 서현2센터 스터디카페,경기도 성남시 분당구 돌마로 482,경기도 성남시 분당구 서현동 298-1,경기도 성남시 분당구 돌마로 482 2층,37.3772989,127.1336511,"교육,학문>독서실",http://onthedesk.net,031-705-9090,,,,,,,,
111787396,태후사랑,경기도 성남시 중원구 산성대로382번길 17,,,0,0,미용>머리염색,,,,,,,,,,
111787446,온더데스크 서현2센터 독서실,경기도 성남시 분당구 돌마로 482,경기도 성남시 분당구 서현동 298-1,경기도 성남시 분당구 돌마로 482 2층,37.3772989,127.1336511,"교육,학문>독서실",http://onthedesk.net,031-705-9090,,,,,,,,
