■ 성남시 아동수당 지원 가능 가맹점 ,,,
성남시수정구,106020381,헤어헌터,경기도 성남시 수정구 산성대로 433
성남시수정구,106020548,아티파티 바이신디 (ArtyFarty by sindy),경기도 성남시 수정구 위례서일로3길 21-8
성남시수정구,106020613,엘파스학원,경기도 성남시 수정구 위례광장로 37
성남시수정구,106020621,신흥의류잡화,경기도 성남시 수정구 수정남로 95
성남시수정구,106021249,연탄불삼겹살&계절음식,경기도 성남시 수정구 수정로88번길 13
성남시수정구,106027337,라이프모티브,경기도 성남시 수정구 위례순환로4길 11
성남시수정구,106031750,위례바른이(e)치과의원,"경기 성남시 수정구 위례동로 153 ,"
성남시수정구,106033376,주식회사 제일유통 (지점),경기도 성남시 수정구 위례동로 109
성남시수정구,106037070,히트피씨(pc),경기도 성남시 수정구 산성대로269번길 10
성남시수정구,106040108,한신베터리,경기도 성남시 수정구 수정로 100
성남시수정구,106042195,포인농원,경기도 성남시 수정구 단대로23번길 32
성남시수정구,106044084,아모레,경기도 성남시 수정구 수정로 167
성남시수정구,106047384,피자워크샵 (Pizza Workshop),경기도 성남시 수정구 위례서일로1길 26-3
성남시수정구,106047426,포차식당,경기도 성남시 수정구 탄리로 51
성남시수정구,106056641,과일과 즐거움이 피어나는곳,경기도 성남시 수정구 위례광장로 300
성남시수정구,106058332,머핀하우스(Muffin house),경기도 성남시 수정구 남문로60번길 1
성남시수정구,106060155,모셔너,경기도 성남시 수정구 산성대로 411-3
성남시수정구,106060668,호롱불주점,경기도 성남시 수정구 수정로120번길 9
성남시수정구,106060775,피트웍스,경기도 성남시 수정구 탄천로319번길 31
성남시수정구,106064439,킹콩부대찌개 성남태평점,경기도 성남시 수정구 수정북로 41
성남시수정구,106064850,로이엔틱,경기도 성남시 수정구 금토로102번길 15
성남시수정구,106065402,"날마다,찬",경기도 성남시 수정구 공원로 347
성남시수정구,106065865,다우리,경기도 성남시 수정구 위례서일로1길 22-6
성남시수정구,106066160,농민장터,경기도 성남시 수정구 수정로170번길 3
성남시수정구,106074362,류Cafe,경기도 성남시 수정구 시민로133번길 14-1
성남시수정구,106076219,엘림헤어,경기도 성남시 수정구 산성대로527번길 8
성남시수정구,106078538,라이또PC 태평점,경기도 성남시 수정구 수정로 179
성남시수정구,106079635,(주)커피빈코리아 성남신흥점,경기도 성남시 수정구 수정로 190
성남시수정구,106085491,아이비키즈어린이집,경기도 성남시 수정구 위례광장로 97
성남시수정구,106088032,금메달이발소,경기도 성남시 수정구 위례광장로 310
성남시수정구,106088768,(주)커피빈코리아성남신흥점 상품권,경기도 성남시 수정구 수정로 190
성남시수정구,106091218,채움찬,경기도 성남시 수정구 위례광장로 300
성남시수정구,106091333,주식회사 대호오토리스,경기도 성남시 수정구 대왕판교로 765
성남시수정구,106093271,우성청과,경기도 성남시 수정구 수정로 72
성남시수정구,106093388,예지,경기도 성남시 수정구 위례광장로 310
성남시수정구,106101140,신신기획,경기도 성남시 수정구 가마절로13번길 26
성남시수정구,106101934,비비플레르(vivi fleur),경기도 성남시 수정구 위례서일로3길 27-4
성남시수정구,106102494,푸줏간,경기도 성남시 수정구 산성대로405번길 9
성남시수정구,106107493,링크스골프아카데미,경기도 성남시 수정구 위례서일로 22
성남시수정구,106107527,스칸디경희한의원,경기도 성남시 수정구 위례순환로 130
성남시수정구,106108145,제오헤어 위례점,경기도 성남시 수정구 위례광장로 104
성남시수정구,106109648,모자식당,경기도 성남시 수정구 위례광장로 310
성남시수정구,106110851,스트릿츄러스 위례점,"경기 성남시 수정구 위례광장로 104 ,"
성남시수정구,106111743,(주)하이클래스오토모빌,경기도 성남시 수정구 설개로2번길 16
성남시수정구,106116312,태성세차장,경기도 성남시 수정구 성남대로1221번길 6
성남시수정구,106119936,이레축복,경기도 성남시 수정구 위례광장로 311
성남시수정구,106123276,위례2어린이집,경기도 성남시 수정구 위례순환로 17
성남시수정구,106126444,라벨로,경기도 성남시 수정구 위례광장로 310
성남시수정구,106127038,부자텐동,경기도 성남시 수정구 위례순환로4길 23
성남시수정구,106144744,이디야커피(위례중앙타워점),경기도 성남시 수정구 위례광장로 300
성남시수정구,106146061,오마이디쉬,경기도 성남시 수정구 위례서일로1길 3
성남시수정구,106148547,칼의부활  기흥점,경기도 성남시 수정구 수정남로306번길 22-1
성남시수정구,106148794,(주)승현,경기도 성남시 수정구 시민로 166
성남시수정구,106149644,팔딱팔딱,경기도 성남시 수정구 위례광장로 320
성남시수정구,106152903,리리컬우드 (Lyrical wood),경기도 성남시 수정구 시민로255번길 19
성남시수정구,106157266,위례자이어린이집,경기도 성남시 수정구 위례광장로 97
성남시수정구,106157670,나무늘보,경기도 성남시 수정구 시민로 149
성남시수정구,106158645,블럭팡팡,경기도 성남시 수정구 위례광장로 310
성남시수정구,106161573,야미푸드,경기도 성남시 수정구 수정로220번길 22
성남시수정구,106163587,아이디헤어 위례중앙타워1관,"경기 성남시 수정구 위례광장로 300 ,"
성남시수정구,106164619,농촌사랑돈비어 태평점,경기도 성남시 수정구 탄리로 109
성남시수정구,106166697,아이디헤어 위례중앙타워2관,경기도 성남시 수정구 위례광장로 300
성남시수정구,106166853,리안 우남역점,경기도 성남시 수정구 위례광장로 19
성남시수정구,106175656,호오탕훠궈 (샤브샤브),경기도 성남시 수정구 위례광장로 300
성남시수정구,106175680,이모네 해장국,경기도 성남시 수정구 수정북로 67
성남시수정구,106176423,좋은이름짓는집,경기도 성남시 수정구 논골로 31
성남시수정구,106178544,르폰테(Le Fonte),경기도 성남시 수정구 위례순환로4길 28
성남시수정구,106180334,대성광고기획,경기 성남시 수정구 태평동
성남시수정구,106181092,스시동수,경기도 성남시 수정구 희망로 472
성남시수정구,106181415,대박통신 성남점,경기도 성남시 수정구 단대로3번길 12
성남시수정구,106184286,오마뎅 (위례점),경기도 성남시 수정구 위례광장로 300
성남시수정구,106186752,황금옷장,경기도 성남시 수정구 수정로97번길 8-1
성남시수정구,106188105,빈대떡신사와여우막걸리,경기도 성남시 수정구 위례광장로 310
성남시수정구,106188766,예지나인,경기도 성남시 수정구 복정로 113
성남시수정구,106193006,위례수약국,"경기 성남시 수정구 위례서일로 18 ,"
성남시수정구,106195407,젠요가 위례점,경기도 성남시 수정구 위례순환로 220
성남시수정구,106197205,위례파크24시사우나,경기도 성남시 수정구 위례광장로 19
성남시수정구,106197858,네일살롱폼폼,경기도 성남시 수정구 희망로466번길 30
성남시수정구,106205545,비게인 헤어,경기도 성남시 수정구 위례광장로 310
성남시수정구,106207152,이나조하,경기도 성남시 수정구 수정남로268번길 24
성남시수정구,106218910,비엔나커피하우스,경기도 성남시 수정구 위례광장로 300
성남시수정구,106229289,엘랑,경기도 성남시 수정구 위례광장로 300
성남시수정구,106229354,에브리데이잉글리쉬학원,경기도 성남시 수정구 위례광장로 320
성남시수정구,106232853,부부정육점,경기도 성남시 수정구 남문로 41
성남시수정구,106242407,(주)지에스리테일H&B위례점,경기도 성남시 수정구 위례광장로 300
성남시수정구,106243280,연세K플란트치과의원,경기도 성남시 수정구 위례광장로 5
성남시수정구,106243819,위례커피학원,경기도 성남시 수정구 위례광장로 21-10
성남시수정구,106246127,청담이상 위례신도시점,경기도 성남시 수정구 위례순환로4길 6
성남시수정구,106247828,구이구(929),경기도 성남시 수정구 위례광장로 82
성남시수정구,106248339,백미당 곽여성병원점,경기도 성남시 수정구 수정로 89
성남시수정구,106255474,J.S.H 유통,경기도 성남시 수정구 남문로143번길 13-2
성남시수정구,106260102,트레비 (TREB),경기도 성남시 수정구 위례광장로 21-10
성남시수정구,106260615,파벤,경기도 성남시 수정구 위례광장로 70
성남시수정구,106260870,국시와보리밥,경기도 성남시 수정구 산성대로527번길 6
성남시수정구,106262587,죽지않아PC,경기도 성남시 수정구 수정로 92
성남시수정구,106267115,준모터스,경기도 성남시 수정구 복정로118번길 15-7
성남시수정구,106271331,아람,경기도 성남시 수정구 위례광장로 300
성남시수정구,106276165,핑크롱 (PINKRON),경기도 성남시 수정구 시민로 173
성남시수정구,106283997,잔다냥 성남점,경기도 성남시 수정구 위례광장로 21-12
성남시수정구,106288202,호두카페,경기도 성남시 수정구 수정남로16번길 12-2
성남시수정구,106291024,육해공푸드,경기도 성남시 수정구 탄리로30번길 6-1
성남시수정구,106293145,(주)디투골프아카데미,"경기 성남시 수정구 위례광장로 45,"
성남시수정구,106293780,위례그린존스크린골프,경기도 성남시 수정구 위례서일로 22
성남시수정구,106296155,멜론당구장,경기도 성남시 수정구 산성대로 261
성남시수정구,106298151,영미포차,경기도 성남시 수정구 수정로154번길 6-1
성남시수정구,106299555,영진축산,경기도 성남시 수정구 산성대로173번길 27-1
성남시수정구,106300353,열린서울내과,경기도 성남시 수정구 위례서일로 34
성남시수정구,106302367,원호프,경기도 성남시 수정구 남문로125번길 1
성남시수정구,106304645,서울밝은미소치과,경기도 성남시 수정구 위례광장로 300
성남시수정구,106310600,내가방,경기도 성남시 수정구 산성대로 지하218-2
성남시수정구,106313521,주식회사 오픈콜라보,경기도 성남시 수정구 성남대로 1205
성남시수정구,106315161,멍멍뷰티샵,경기도 성남시 수정구 수정로111번길 23-1
성남시수정구,106316003,단대아구찜해물찜,경기도 성남시 수정구 산성대로419번길 4
성남시수정구,106316599,신성위캐슬타워,경기도 성남시 수정구 위례동로 135
성남시수정구,106323991,가온이네,경기도 성남시 수정구 수정로120번길 23
성남시수정구,106325913,시훈용달,경기도 성남시 수정구 수정로 566
성남시수정구,106326218,할매순대국,경기도 성남시 수정구 복정로 43
성남시수정구,106330376,맛드림푸드 소야소야,경기도 성남시 수정구 수정로 224-2
성남시수정구,106331374,대양,경기도 성남시 수정구 복정로158번길 12
성남시수정구,106332604,곰아저씨,경기도 성남시 수정구 양지로 54-1
성남시수정구,106336373,두나무,경기도 성남시 수정구 위례서일로1길 26-3
성남시수정구,106338338,아모레 카운셀러,경기도 성남시 수정구 산성대로 223
성남시수정구,106338452,밀키,경기도 성남시 수정구 시민로259번길 29-1
성남시수정구,106338841,제이앤에이 글로벌,경기도 성남시 수정구 설개로21번길 12
성남시수정구,106340623,더제이마트 주식회사,경기도 성남시 수정구 위례동로 135-4
성남시수정구,106342199,주영민뮤직,경기도 성남시 수정구 산성대로437번길 8
성남시수정구,106345457,윰샵(YOOM#),경기도 성남시 수정구 위례광장로 300
성남시수정구,106348303,제이(j)왁싱,경기도 성남시 수정구 산성대로 지하205-1
성남시수정구,106358088,신세대헤어타운,경기도 성남시 수정구 제일로124번길 4
성남시수정구,106359854,아모레,경기도 성남시 수정구 수정로 167
성남시수정구,106368228,바로본신경외과의원,"경기 성남시 수정구 위례광장로 310,"
성남시수정구,106369176,퀸즈콕 위례점,경기도 성남시 수정구 위례광장로 300
성남시수정구,106375389,레드 스튜디오 1926,경기도 성남시 수정구 위례광장로 300
성남시수정구,106376163,더바름필라테스 (THE BARUM PILATES),경기도 성남시 수정구 위례순환로 220
성남시수정구,106376395,위례명성공인중개사사무소,경기도 성남시 수정구 위례순환로 211
성남시수정구,106379217,다온키즈학원,"경기 성남시 수정구 위례동로 147,"
성남시수정구,106382831,아모레,경기도 성남시 수정구 수정로 167
성남시수정구,106389190,아모레카운셀러,경기도 성남시 수정구 산성대로 223
성남시수정구,106396427,(주)타우요가위례점,경기도 성남시 수정구 위례동로 153
성남시수정구,106398449,일번지,경기도 성남시 수정구 수정로 460
성남시수정구,106399264,이로테크컴퓨터,경기도 성남시 수정구 복정로16번길 2
성남시수정구,106401540,퍼니드럼학원,경기도 성남시 수정구 복정로 133
성남시수정구,106404411,인생포차,경기도 성남시 수정구 수정남로 64
성남시수정구,106406283,유니버스영어교습소,경기도 성남시 수정구 모란로 19-3
성남시수정구,106415771,디시즈잇,경기도 성남시 수정구 산성대로 지하239-5
성남시수정구,106420045,육감만족 태평점,경기도 성남시 수정구 탄리로 105
성남시수정구,106420482,젤큰 PC방,경기도 성남시 수정구 수정로 115-1
성남시수정구,106421142,위례좋은치과의원,경기도 성남시 수정구 위례동로 153
성남시수정구,106430465,한우대가,경기도 성남시 수정구 위례서일로3길 4-13
성남시수정구,106436355,위례 오벨리스크,경기도 성남시 수정구 위례광장로 104
성남시수정구,106436959,예한가,경기도 성남시 수정구 수정북로11번길 16-2
성남시수정구,106438062,헬로미켈란,경기도 성남시 수정구 위례순환로 130
성남시수정구,106440225,더바니뷰티랩,경기도 성남시 수정구 위례광장로 21-13
성남시수정구,106443211,생활맥주 위례중앙점,경기도 성남시 수정구 위례광장로 310
성남시수정구,106444839,슈슈봉봉 위례신도시점,경기도 성남시 수정구 위례광장로 300
성남시수정구,106446016,애플블라썸,경기도 성남시 수정구 위례광장로 300
성남시수정구,106449309,우촌,경기도 성남시 수정구 시민로241번길 3
성남시수정구,106450802,엠브이엠,경기도 성남시 수정구 위례광장로 300
성남시수정구,106450877,에리얼마켓,경기도 성남시 수정구 위례동일로 11-9
성남시수정구,106453848,인데코,경기도 성남시 수정구 복정로 47
성남시수정구,106454515,포인트조명,경기도 성남시 수정구 복정로118번길 17
성남시수정구,106456981,변호사 심남보 법률사무소,경기도 성남시 수정구 단대로 3
성남시수정구,106462344,한국복지요양보호사교육원,경기도 성남시 수정구 수정로171번길 7-1
성남시수정구,106463672,짱가야호프,경기도 성남시 수정구 산성대로 503
성남시수정구,106468093,차수학메타수학전문학원,경기도 성남시 수정구 위례동로 135
성남시수정구,106480106,포앤분짜,경기도 성남시 수정구 위례광장로 300
성남시수정구,106481526,제이리나(J.리나),경기도 성남시 수정구 위례순환로 130
성남시수정구,106491954,해피데이,경기도 성남시 수정구 산성대로527번길 13
성남시수정구,106491988,초가집,경기도 성남시 수정구 수정로 464-3
성남시수정구,106500556,동의궁,경기도 성남시 수정구 수정로 460
성남시수정구,106501620,힐링헤나,경기도 성남시 수정구 위례광장로 70
성남시수정구,106505373,아이비탑리딩위례영어교습소,경기도 성남시 수정구 위례동로 141
성남시수정구,106508294,유한회사 산수주류,경기 성남시 수정구 사송동
성남시수정구,106511595,주식회사 티비이노베이션,경기도 성남시 수정구 성남대로1258번길 8-1
성남시수정구,106513302,인생쭈꾸미,경기도 성남시 수정구 위례순환로 130
성남시수정구,106515802,농촌사랑돈비어,경기도 성남시 수정구 시민로235번길 1
성남시수정구,106515828,개성시대,경기도 성남시 수정구 수정남로302번길 2
성남시수정구,106517543,바이오향균크리닝,경기도 성남시 수정구 수정로332번길 21
성남시수정구,106517675,처갓집양념치킨 신흥산성점,경기도 성남시 수정구 수정남로305번길 11
성남시수정구,106518111,플로네꽃집,경기도 성남시 수정구 위례광장로 310
성남시수정구,106522022,델리너스,경기도 성남시 수정구 성남대로1542번길 43-12
성남시수정구,106523145,우리동네오락실,경기도 성남시 수정구 위례광장로 322
성남시수정구,106525876,육시리 위례점,경기도 성남시 수정구 위례순환로4길 7
성남시수정구,106527484,햇빛청과,경기도 성남시 수정구 제일로96번길 15
성남시수정구,106528888,풍년과일,경기도 성남시 수정구 위례서로 24
성남시수정구,106537574,(주)아미드팩토리,경기도 성남시 수정구 성남대로 1342
성남시수정구,106540263,옛날통닭,경기도 성남시 수정구 위례광장로 322
성남시수정구,106540867,주식회사 크린네트웍스,경기 성남시 수정구 신촌남로 24
성남시수정구,106541865,블루클럽 위례로데오점,경기도 성남시 수정구 위례광장로 310
성남시수정구,106545916,강의하는아이들 송파위례캠퍼스,경기도 성남시 수정구 위례광장로 310
성남시수정구,106551062,팀457컴뱃스포츠,경기도 성남시 수정구 위례광장로 320
성남시수정구,106554793,우리집 닭강정,경기도 성남시 수정구 수정로 215
성남시수정구,106558133,홍쉐프라면,경기도 성남시 수정구 여수대로 24
성남시수정구,106560519,한올,경기도 성남시 수정구 산성대로 지하214-11
성남시수정구,106560972,AR미디어,경기도 성남시 수정구 시민로197번길 10-13
성남시수정구,106561715,M수학W과학학원,경기도 성남시 수정구 위례동로 141
성남시수정구,106566581,전설의치킨,경기도 성남시 수정구 위례광장로 21-8
성남시수정구,106574981,용달화물,경기도 성남시 수정구 복정로106번길 5-7
성남시수정구,106575442,미스터 (MR.)손,경기도 성남시 수정구 탄리로 93
성남시수정구,106577208,경희중앙한의원,경기도 성남시 수정구 위례광장로 300
성남시수정구,106579741,플라워코트,경기도 성남시 수정구 제일로 127
성남시수정구,106598303,르브레드랩 위례점,경기도 성남시 수정구 위례광장로 104
성남시수정구,106598964,컴톡,경기도 성남시 수정구 논골로53번길 1
성남시수정구,106600711,멋쟁이 구제옷,경기도 성남시 수정구 남문로31번길 1
성남시수정구,106601628,주식회사 신데렐라라이프(CINDERELLA LIFE,경기도 성남시 수정구 위례광장로 310
성남시수정구,106610546,향교연운남쌀국수,경기도 성남시 수정구 수정남로 27
성남시수정구,106612328,목포신안집,경기도 성남시 수정구 수정로99번길 7
성남시수정구,106616352,대박파전,경기도 성남시 수정구 수정남로 41
성남시수정구,106618531,쿠보옴므,경기도 성남시 수정구 시민로175번길 27-1
성남시수정구,106619240,잔디당구장,경기도 성남시 수정구 논골로36번길 8
성남시수정구,106619752,타블도트 위례신도시점,경기도 성남시 수정구 위례광장로 70
성남시수정구,106622210,에브리데이잉글리쉬학원,경기도 성남시 수정구 위례광장로 320
성남시수정구,106624265,자매전집,경기도 성남시 수정구 수정북로 30
성남시수정구,106625320,장군삼겹살,경기도 성남시 수정구 수정로 316
성남시수정구,106626666,두발머리,경기도 성남시 수정구 시민로155번길 9
성남시수정구,106627789,경진푸드 서비스,경기도 성남시 수정구 복정로96번길 11
성남시수정구,106628134,슈즈베리,경기도 성남시 수정구 위례광장로 310
성남시수정구,106631526,더블오리,경기도 성남시 수정구 수정남로50번길 2
성남시수정구,106633522,24시해장국전문점,경기도 성남시 수정구 시민로175번길 43
성남시수정구,106633803,피자브라더스 신흥점,경기도 성남시 수정구 수정남로 175-1
성남시수정구,106639065,류길상피자,경기도 성남시 수정구 위례광장로 310
성남시수정구,106640717,서림문고 유한회사,경기도 성남시 수정구 위례광장로 104
성남시수정구,106642200,피트너 (FITNER),경기도 성남시 수정구 위례동로 153
성남시수정구,106642481,꿀곱창,경기도 성남시 수정구 시민로142번길 10
성남시수정구,106646755,요가룩스 위례점,경기도 성남시 수정구 위례광장로 320
성남시수정구,106649957,마마레몬,경기도 성남시 수정구 성남대로 1342
성남시수정구,106651094,다나스킨케어,경기도 성남시 수정구 위례순환로 100
성남시수정구,106651177,(주)우분투카사,"경기 성남시 수정구 금토로91번길 6,"
성남시수정구,106652969,유니샘국어교습소,경기도 성남시 수정구 공원로 340
성남시수정구,106653348,아이작성형외과의원,경기도 성남시 수정구 위례광장로 300
성남시수정구,106653652,성남엘리트영어교습소,경기도 성남시 수정구 산성대로437번길 18
성남시수정구,106653884,마망엘리펀트,경기도 성남시 수정구 위례서일로3길 33-5
성남시수정구,106654882,다담학원,경기도 성남시 수정구 모란로 68
성남시수정구,106657406,들꽃가마솥곰탕,경기도 성남시 수정구 대왕판교로982번길 10
성남시수정구,106657646,피아노리브레위례센터학원,경기도 성남시 수정구 위례광장로 320
성남시수정구,106659899,이재성복싱,경기도 성남시 수정구 위례동로 147
성남시수정구,106663594,선희네일,경기도 성남시 수정구 수정로154번길 12
성남시수정구,106664055,쿠우쿠우,경기도 성남시 수정구 수정로 138
성남시수정구,106666746,패밀리디자인,경기도 성남시 수정구 산성대로 331
성남시수정구,106667884,세계수입과자 꽈자,경기도 성남시 수정구 위례광장로 300
성남시수정구,106669609,위례편한치과의원,경기도 성남시 수정구 위례광장로 19
성남시수정구,106676026,중앙화물,경기도 성남시 수정구 위례순환로 17
성남시수정구,106676265,SE시스템,경기도 성남시 수정구 수정로 161
성남시수정구,106686611,지금은김밥시대,경기도 성남시 수정구 수정남로86번길 1
성남시수정구,106687502,전주푸드,경기도 성남시 수정구 수정로 285
성남시수정구,106696560,탑콜,경기도 성남시 수정구 공원로367번길 8-1
성남시수정구,106700057,민클럽,경기도 성남시 수정구 탄리로 61
성남시수정구,106700776,원조 할매순대국,경기도 성남시 수정구 수정남로22번길 2
성남시수정구,106703226,위례한빛고등학교 수업료,경기 성남시 수정구 위례동로 86
성남시수정구,106704240,케어셀라,경기도 성남시 수정구 위례순환로4길 8
성남시수정구,106705502,YBM잉글루위례트램영어학원,경기도 성남시 수정구 위례광장로 310
성남시수정구,106707144,위례한빛고등학교,경기 성남시 수정구 위례동로 86
성남시수정구,106707938,미르시스템,경기도 성남시 수정구 탄리로81번길 4
성남시수정구,106716301,양평해장국큰아들집,경기도 성남시 수정구 위례광장로 21-10
성남시수정구,106722366,명품스마일찹쌀꽈배기,경기도 성남시 수정구 수정로119번길 7-1
성남시수정구,106724768,성남나비,경기도 성남시 수정구 복정로 151
성남시수정구,106724883,씨앤에이(C&A)논술위례학원,경기도 성남시 수정구 위례동로 147
성남시수정구,106726185,C3플러스 수학 학원,경기도 성남시 수정구 위례광장로 310
성남시수정구,106727381,친구들놀이터,경기도 성남시 수정구 시민로205번길 34
성남시수정구,106750581,아랫달밤,경기도 성남시 수정구 복정로42번길 1
성남시수정구,106753973,동광농수산,경기도 성남시 수정구 위례광장로 37
성남시수정구,106758303,헤어벨,경기도 성남시 수정구 수정북로 46-1
성남시수정구,106761455,두리라이프상조,경기도 성남시 수정구 산성대로 331
성남시수정구,106774060,전라도매일식당,경기도 성남시 수정구 수정로135번길 5-2
성남시수정구,106777881,옐로캔들,경기도 성남시 수정구 희망로 486
성남시수정구,106782972,주식회사 힘센,경기도 성남시 수정구 달래내로54번길 21
성남시수정구,106785728,돈사랑,경기도 성남시 수정구 제일로131번길 5-15
성남시수정구,106791478,아이월드안경,경기도 성남시 수정구 시민로 229-1
성남시수정구,106793854,소셜위버스어소시에이츠사회적협동조합,경기도 성남시 수정구 위례순환로 17
성남시수정구,106794563,수진흑염소,경기도 성남시 수정구 수정남로 33
성남시수정구,106797954,등촌샤브칼국수,경기도 성남시 수정구 위례서일로3길 3-5
성남시수정구,106799943,팜투팜 주식회사,경기도 성남시 수정구 성남대로 1235
성남시수정구,106802739,원조감자탕,경기도 성남시 수정구 수정남로 19
성남시수정구,106807019,(주)유성모바일,경기도 성남시 수정구 위례광장로 19
성남시수정구,106808538,(주)청춘야시장,경기도 성남시 수정구 위례동로 153
성남시수정구,106810864,진로할인마트,경기도 성남시 수정구 산성대로503번길 9
성남시수정구,106812464,무지개슈퍼,경기도 성남시 수정구 수정로312번길 36
성남시수정구,106812639,갑돼지 더블유 (w),경기도 성남시 수정구 위례순환로4길 10
성남시수정구,106813835,투비원앤,경기도 성남시 수정구 시민로 138
성남시수정구,106818115,치킨더비 위례과장점,경기도 성남시 수정구 위례광장로 320
성남시수정구,106820129,향기커피,경기도 성남시 수정구 산성대로 447-1
성남시수정구,106820160,먹또국밥집,경기도 성남시 수정구 대왕판교로 1279
성남시수정구,106821218,서울S플란트치과,경기도 성남시 수정구 위례서일로 34
성남시수정구,106823412,죠스떡볶이 위례창곡점,경기도 성남시 수정구 위례동로 153
성남시수정구,106832033,주식회사 친환경식품연구소,경기도 성남시 수정구 위례서일로 22
성남시수정구,106836109,개별용달,경기도 성남시 수정구 수정로153번길 13
성남시수정구,106836125,대치수신위례학원,경기도 성남시 수정구 위례광장로 310
성남시수정구,106848625,주식회사 선목 선지서점지점,경기도 성남시 수정구 성남대로1518번길 9
성남시수정구,106850209,257 의정부 부대찌개,경기도 성남시 수정구 위례서일로3길 28-2
성남시수정구,106853948,해법중국어위례캠퍼스학원,경기도 성남시 수정구 위례동로 141
성남시수정구,106857030,로사우니카,경기도 성남시 수정구 시민로 170
성남시수정구,106861511,양선지해장국,경기도 성남시 수정구 성남대로 1238
성남시수정구,106864143,특별한맛 주식회사,경기도 성남시 수정구 심곡로37번길 32
성남시수정구,106864275,주-에이블라인,경기도 성남시 수정구 복정로118번길 15
성남시수정구,106872013,황제한식뷔페,경기도 성남시 수정구 수정로 340
성남시수정구,106875024,영풍치킨호프 수정점,경기도 성남시 수정구 수정로 141
성남시수정구,106875941,케이디에프앤비,경기도 성남시 수정구 복정로 1
성남시수정구,106877392,리마영어학원,경기도 성남시 수정구 위례동로 135
성남시수정구,106877525,유니넷 위례점,경기도 성남시 수정구 위례광장로 310
성남시수정구,106881881,이주은 심리상담센타,경기도 성남시 수정구 위례광장로 310
성남시수정구,106883291,준오헤어,경기도 성남시 수정구 위례광장로 300
성남시수정구,106886252,꿈바위피아노교습소,경기도 성남시 수정구 수정남로20번길 16
성남시수정구,106886369,헤어돔피부관리,"경기 성남시 수정구 논골로 1,"
성남시수정구,106886906,씨엠에스위례학원,경기도 성남시 수정구 위례광장로 300
성남시수정구,106888597,베로니카,경기도 성남시 수정구 탄리로 148-1
성남시수정구,106893159,바로본헬스케어,경기도 성남시 수정구 위례광장로 310
성남시수정구,106901119,(주)덴트리,경기도 성남시 수정구 산성대로 189
성남시수정구,106901994,스시홈,경기도 성남시 수정구 위례서로 16
성남시수정구,106903388,주식회사 모든직업,경기도 성남시 수정구 제일로 219-2
성남시수정구,106904923,경인사컴퓨터크리닝,경기도 성남시 수정구 남문로144번길 1
성남시수정구,106905086,비틀즈,경기도 성남시 수정구 사송로46번길 3
성남시수정구,106911852,장봉달설렁탕,경기도 성남시 수정구 위례순환로 180
성남시수정구,106912256,올리브pc방,경기도 성남시 수정구 수정로153번길 11
성남시수정구,106916893,써비스파크,경기도 성남시 수정구 수정북로 92
성남시수정구,106917511,동경헤어라인,경기도 성남시 수정구 논골로 24
성남시수정구,106920168,샘코포레이션 주식회사,경기도 성남시 수정구 대왕판교로 815
성남시수정구,106926207,위너당구클럽,경기도 성남시 수정구 제일로 153
성남시수정구,106928997,의류 아울렛,경기도 성남시 수정구 탄리로42번길 2
성남시수정구,106933195,옛날통닭,경기도 성남시 수정구 수정남로 302
성남시수정구,106935240,스시엔,경기도 성남시 수정구 시민로142번길 4
성남시수정구,106940760,나이스가이 위례점,경기도 성남시 수정구 위례중앙로 216
성남시수정구,106945637,바사삭,경기도 성남시 수정구 위례광장로 310
성남시수정구,106947492,쿠치나디까사(위례점),경기도 성남시 수정구 위례서일로 10
성남시수정구,106948227,엔제이포차 (N.J포차),경기도 성남시 수정구 수정로188번길 9
성남시수정구,106953391,함께하는환경협동조합,경기도 성남시 수정구 남문로113번길 29-1
성남시수정구,106954605,돈삼겹,경기도 성남시 수정구 위례광장로 320
성남시수정구,106957319,두목커피,경기도 성남시 수정구 위례서일로3길 7-17
성남시수정구,106960602,리더스피부과,경기도 성남시 수정구 위례광장로 300
성남시수정구,106961238,오렌지당구장,경기도 성남시 수정구 수정북로 31
,,,
성남시수정구,106962244,멍다방,경기도 성남시 수정구 수정로188번길 9
성남시수정구,106962343,유명스크린 골프연습장,경기도 성남시 수정구 설개로 60
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
성남시수정구,106972839,제이더블유컴퍼니,경기도 성남시 수정구 산성대로 331
성남시수정구,106973860,스타당구장,경기도 성남시 수정구 제일로 121
성남시수정구,106974785,한국알파포스,경기도 성남시 수정구 산성대로 331
성남시수정구,106987159,스카이라이브호프,경기도 성남시 수정구 논골로 1
성남시수정구,106991045,싸움의고수(가천대점),경기도 성남시 수정구 성남대로 1330
성남시수정구,106992480,오로라,경기도 성남시 수정구 위례서일로1길 17
성남시수정구,106995384,티플러스치과의원,경기도 성남시 수정구 수정로 150
성남시수정구,106995657,삼순이빈대떡홍어삼합,경기도 성남시 수정구 성남대로1226번길 2
성남시수정구,106997489,PHOTO SMITH(포토 스미스),경기도 성남시 수정구 위례광장로 300
성남시수정구,106997885,차이나스푼,경기도 성남시 수정구 성남대로 1342
성남시수정구,106999691,김경옥닭발전문점 (신흥점),경기도 성남시 수정구 산성대로269번길 8
성남시수정구,106999725,역전당구장,경기도 성남시 수정구 수정로 356
성남시수정구,107001075,포맨,경기도 성남시 수정구 위례광장로 310
